iteration,nv_limit,temperature,current_TC,current_NV,best_TC,pareto_TC,pareto_TT,pareto_NV,pareto_size,elapsed_s
10,12,149.626803,2015.5081,12,2015.5081,2015.5081,904.4134,12,2,1.2435
20,12,111.9409,2015.5081,12,2015.5081,2015.5081,904.4134,12,3,1.258
30,12,83.746795,2015.5081,12,2015.5081,2015.5081,904.4134,12,3,1.2838
40,12,62.653826,2015.5081,12,2015.5081,2015.5081,904.4134,12,3,1.2953
50,12,46.873458,2015.5081,12,2015.5081,2015.5081,904.4134,12,3,1.3153
60,12,35.067628,2015.5081,12,2015.5081,2015.5081,904.4134,12,3,1.3294
70,12,26.235286,2015.5081,12,2015.5081,2015.5081,904.4134,12,4,1.342
80,12,19.62751,2015.5081,12,2015.5081,2015.5081,904.4134,12,4,1.3645
90,12,14.684007,2015.5081,12,2015.5081,2015.5081,904.4134,12,4,1.3891
100,12,10.985605,2015.5081,12,2015.5081,2015.5081,904.4134,12,6,1.4107
110,12,8.218705,2015.5081,12,2015.5081,2015.5081,904.4134,12,6,1.435
120,12,6.148693,2015.5081,12,2015.5081,2015.5081,904.4134,12,7,1.4574
130,12,4.600046,2015.5081,12,2015.5081,2015.5081,904.4134,12,10,1.4748
140,12,3.441451,2015.5081,12,2015.5081,2015.5081,904.4134,12,10,1.4937
150,12,2.574667,2015.5081,12,2015.5081,2015.5081,904.4134,12,11,1.5204
160,12,1.926196,2015.5081,12,2015.5081,2015.5081,904.4134,12,12,1.5451
170,12,1.441052,2015.5081,12,2015.5081,2015.5081,904.4134,12,12,1.5632
180,12,1.0781,2015.5081,12,2015.5081,2015.5081,904.4134,12,13,1.5882
190,12,0.806564,2015.5081,12,2015.5081,2015.5081,904.4134,12,13,1.6102
200,12,0.603418,2015.5081,12,2015.5081,2015.5081,904.4134,12,13,1.6311
210,12,0.451437,2015.5081,12,2015.5081,2015.5081,904.4134,12,14,1.6712
220,12,0.337736,2015.5081,12,2015.5081,2015.5081,904.4134,12,15,1.6931
230,12,0.252671,2015.5081,12,2015.5081,2015.5081,904.4134,12,15,1.7167
240,12,0.189032,2015.5081,12,2015.5081,2015.5081,904.4134,12,15,1.7352
250,12,0.141421,2015.5081,12,2015.5081,2015.5081,904.4134,12,18,1.7574
260,12,0.105802,2015.5081,12,2015.5081,2015.5081,904.4134,12,20,1.7752
270,12,0.079154,2015.5081,12,2015.5081,2015.5081,904.4134,12,22,1.7971
280,12,0.059218,2015.5081,12,2015.5081,2015.5081,904.4134,12,22,1.8066
290,12,0.044303,2015.5081,12,2015.5081,2015.5081,904.4134,12,23,1.8237
300,12,0.033145,2015.5081,12,2015.5081,2015.5081,904.4134,12,26,1.8469
310,12,0.024797,2015.5081,12,2015.5081,2015.5081,904.4134,12,26,1.8678
320,12,0.018551,2015.5081,12,2015.5081,2015.5081,904.4134,12,28,1.9004
330,12,0.013879,2015.5081,12,2015.5081,2015.5081,904.4134,12,31,1.9247
340,12,0.010383,2015.5081,12,2015.5081,2015.5081,904.4134,12,32,1.9479
350,12,0.007768,2015.5081,12,2015.5081,2015.5081,904.4134,12,35,1.9677
360,12,0.005812,2015.5081,12,2015.5081,2015.5081,904.4134,12,36,2.0059
370,12,0.004348,2015.5081,12,2015.5081,2015.5081,904.4134,12,37,2.0324
380,12,0.003253,2015.5081,12,2015.5081,2015.5081,904.4134,12,37,2.0519
390,12,0.002433,2015.5081,12,2015.5081,2015.5081,904.4134,12,37,2.068
400,12,0.001821,2015.5081,12,2015.5081,2015.5081,904.4134,12,39,2.0913
410,12,0.001362,2015.5081,12,2015.5081,2015.5081,904.4134,12,40,2.1143
420,12,0.001019,2015.5081,12,2015.5081,2015.5081,904.4134,12,42,2.1469
430,12,0.000762,2015.5081,12,2015.5081,2015.5081,904.4134,12,44,2.1736
440,12,0.00057,2015.5081,12,2015.5081,2015.5081,904.4134,12,46,2.1955
450,12,0.000427,2015.5081,12,2015.5081,2015.5081,904.4134,12,46,2.2246
460,12,0.000319,2015.5081,12,2015.5081,2015.5081,904.4134,12,47,2.2532
470,12,0.000239,2015.5081,12,2015.5081,2015.5081,904.4134,12,50,2.2852
480,12,0.000179,2015.5081,12,2015.5081,2015.5081,904.4134,12,51,2.3142
490,12,0.000134,2015.5081,12,2015.5081,2015.5081,904.4134,12,54,2.3413
500,12,0.0001,2015.5081,12,2015.5081,2015.5081,904.4134,12,56,2.3681
10,11,149.626803,2015.5081,12,2015.5081,2015.5081,904.4134,12,1,2.3948
20,11,111.9409,2015.5081,12,2015.5081,2015.5081,904.4134,12,1,2.4093
30,11,83.746795,2015.5081,12,2015.5081,2015.5081,904.4134,12,1,2.4218
40,11,62.653826,2015.5081,12,2015.5081,2015.5081,904.4134,12,1,2.4439
50,11,46.873458,2015.5081,12,2015.5081,2015.5081,904.4134,12,1,2.4796
60,11,35.067628,2015.5081,12,2015.5081,2015.5081,904.4134,12,1,2.4973
70,11,26.235286,2015.5081,12,2015.5081,2015.5081,904.4134,12,1,2.5095
80,11,19.62751,2015.5081,12,2015.5081,2015.5081,904.4134,12,1,2.5362
90,11,14.684007,2015.5081,12,2015.5081,2015.5081,904.4134,12,1,2.5559
100,11,10.985605,2015.5081,12,2015.5081,2015.5081,904.4134,12,1,2.5915
110,11,8.218705,2015.5081,12,2015.5081,2015.5081,904.4134,12,1,2.6149
120,11,6.148693,2015.5081,12,2015.5081,2015.5081,904.4134,12,1,2.6541
130,11,4.600046,2015.5081,12,2015.5081,2015.5081,904.4134,12,1,2.7057
140,11,3.441451,2015.5081,12,2015.5081,2015.5081,904.4134,12,1,2.7381
150,11,2.574667,2015.5081,12,2015.5081,2015.5081,904.4134,12,1,2.7541
160,11,1.926196,2015.5081,12,2015.5081,2015.5081,904.4134,12,1,2.7743
170,11,1.441052,2015.5081,12,2015.5081,2015.5081,904.4134,12,1,2.8056
180,11,1.0781,2015.5081,12,2015.5081,2015.5081,904.4134,12,1,2.8282
190,11,0.806564,2015.5081,12,2015.5081,2015.5081,904.4134,12,1,2.8503
200,11,0.603418,2015.5081,12,2015.5081,2015.5081,904.4134,12,1,2.8621
210,11,0.451437,2015.5081,12,2015.5081,2015.5081,904.4134,12,1,2.8745
220,11,0.337736,2015.5081,12,2015.5081,2015.5081,904.4134,12,1,2.9057
230,11,0.252671,2015.5081,12,2015.5081,2015.5081,904.4134,12,1,2.9275
240,11,0.189032,2015.5081,12,2015.5081,2015.5081,904.4134,12,1,2.9501
250,11,0.141421,2015.5081,12,2015.5081,2015.5081,904.4134,12,1,2.9805
260,11,0.105802,2015.5081,12,2015.5081,2015.5081,904.4134,12,1,3.001
270,11,0.079154,2015.5081,12,2015.5081,2015.5081,904.4134,12,1,3.0416
280,11,0.059218,2015.5081,12,2015.5081,2015.5081,904.4134,12,1,3.0641
290,11,0.044303,2015.5081,12,2015.5081,2015.5081,904.4134,12,1,3.1033
300,11,0.033145,2015.5081,12,2015.5081,2015.5081,904.4134,12,1,3.1263
310,11,0.024797,2015.5081,12,2015.5081,2015.5081,904.4134,12,1,3.1478
320,11,0.018551,2015.5081,12,2015.5081,2015.5081,904.4134,12,1,3.1697
330,11,0.013879,2015.5081,12,2015.5081,2015.5081,904.4134,12,1,3.196
340,11,0.010383,2015.5081,12,2015.5081,2015.5081,904.4134,12,1,3.2214
350,11,0.007768,2015.5081,12,2015.5081,2015.5081,904.4134,12,1,3.2499
360,11,0.005812,2015.5081,12,2015.5081,2015.5081,904.4134,12,1,3.2788
370,11,0.004348,2015.5081,12,2015.5081,2015.5081,904.4134,12,1,3.3001
380,11,0.003253,2015.5081,12,2015.5081,2015.5081,904.4134,12,1,3.3175
390,11,0.002433,2015.5081,12,2015.5081,2015.5081,904.4134,12,1,3.3363
400,11,0.001821,2015.5081,12,2015.5081,2015.5081,904.4134,12,1,3.3703
410,11,0.001362,2015.5081,12,2015.5081,2015.5081,904.4134,12,1,3.3872
420,11,0.001019,2015.5081,12,2015.5081,2015.5081,904.4134,12,1,3.4104
