iteration,nv_limit,temperature,current_TC,current_NV,best_TC,pareto_TC,pareto_TT,pareto_NV,pareto_size,elapsed_s
10,39,295.133693,7012.5496,39,7012.5496,7012.5496,3361.1489,39,1,13.8303
20,39,217.759741,7012.5496,39,7012.5496,7012.5496,3361.1489,39,1,14.0183
30,39,160.670591,7012.5496,39,7012.5496,7012.5496,3361.1489,39,1,14.2009
40,39,118.548262,6562.8508,36,6562.8508,6562.8508,3214.5262,36,1,14.4635
50,39,87.468966,6562.8508,36,6562.8508,6562.8508,3214.5262,36,1,14.8134
60,39,64.537597,6562.8508,36,6562.8508,6562.8508,3214.5262,36,1,15.0445
70,39,47.618048,6562.8508,36,6562.8508,6562.8508,3214.5262,36,1,15.357
80,39,35.134226,6562.8508,36,6562.8508,6365.6297,3104.1152,35,1,15.5473
90,39,25.923235,6562.8508,36,6562.8508,6365.6297,3104.1152,35,1,15.8867
100,39,19.12705,6562.8508,36,6562.8508,6365.6297,3104.1152,35,1,16.0974
110,39,14.112592,6562.8508,36,6562.8508,6365.6297,3104.1152,35,1,16.3326
120,39,10.412754,6562.8508,36,6562.8508,6365.6297,3104.1152,35,1,16.6603
130,39,7.682886,6562.8508,36,6562.8508,6037.1145,2978.0764,33,1,16.7911
140,39,5.668696,6562.8508,36,6562.8508,6037.1145,2978.0764,33,1,16.9841
150,39,4.182558,6562.8508,36,6562.8508,6037.1145,2978.0764,33,1,17.1931
160,39,3.086035,6562.8508,36,6562.8508,6037.1145,2978.0764,33,1,17.456
170,39,2.276982,6562.8508,36,6562.8508,6037.1145,2978.0764,33,1,17.6202
180,39,1.680035,6562.8508,36,6562.8508,6037.1145,2978.0764,33,1,17.89
190,39,1.239588,6562.8508,36,6562.8508,6037.1145,2978.0764,33,1,18.1114
200,39,0.91461,6562.8508,36,6562.8508,6037.1145,2978.0764,33,1,18.2635
210,39,0.674831,6562.8508,36,6562.8508,6037.1145,2978.0764,33,1,18.4802
220,39,0.497913,6562.8508,36,6562.8508,6037.1145,2978.0764,33,1,18.8152
230,39,0.367377,6562.8508,36,6562.8508,6037.1145,2978.0764,33,1,19.0877
240,39,0.271064,6562.8508,36,6562.8508,6037.1145,2978.0764,33,1,19.2986
250,39,0.2,6562.8508,36,6562.8508,6037.1145,2978.0764,33,1,19.4625
260,39,0.147567,6562.8508,36,6562.8508,6037.1145,2978.0764,33,1,19.8967
270,39,0.10888,6562.8508,36,6562.8508,6037.1145,2978.0764,33,1,20.2162
280,39,0.080335,6562.8508,36,6562.8508,6037.1145,2978.0764,33,1,20.4595
290,39,0.059274,6562.8508,36,6562.8508,6037.1145,2978.0764,33,1,20.6881
300,39,0.043734,6562.8508,36,6562.8508,6037.1145,2978.0764,33,1,20.8669
310,39,0.032269,6562.8508,36,6562.8508,5907.5575,2955.5677,32,1,21.0211
320,39,0.023809,6562.8508,36,6562.8508,5907.5575,2955.5677,32,1,21.3209
330,39,0.017567,6562.8508,36,6562.8508,5907.5575,2955.5677,32,1,21.6076
340,39,0.012962,6562.8508,36,6562.8508,5907.5575,2955.5677,32,1,21.821
350,39,0.009564,6562.8508,36,6562.8508,5907.5575,2955.5677,32,1,21.9913
