iteration,nv_limit,temperature,current_TC,current_NV,best_TC,pareto_TC,pareto_TT,pareto_NV,pareto_size,elapsed_s
10,400,1428.924872,111017.5909,400,111017.5909,111017.5909,71182.0339,400,1,4350.4002
20,400,1020.913145,111017.5909,400,111017.5909,111017.5909,71182.0339,400,1,4444.1002
30,400,729.404093,111017.5909,400,111017.5909,111017.5909,71182.0339,400,1,4491.0379
40,400,521.131825,111017.5909,400,111017.5909,111017.5909,71182.0339,400,1,4539.9153
50,400,372.329113,111017.5909,400,111017.5909,111017.5909,71182.0339,400,1,4609.7083
60,400,266.015165,111017.5909,400,111017.5909,111017.5909,71182.0339,400,1,4680.2918
70,400,190.057843,111017.5909,400,111017.5909,111017.5909,71182.0339,400,1,4773.695
80,400,135.78919,111017.5909,400,111017.5909,111017.5909,71182.0339,400,1,4820.9644
90,400,97.016275,111017.5909,400,111017.5909,111017.5909,71182.0339,400,1,4867.4353
100,400,69.314484,111017.5909,400,111017.5909,111017.5909,71182.0339,400,1,4916.422
110,400,49.522595,111017.5909,400,111017.5909,111017.5909,71182.0339,400,1,4941.7951
120,400,35.382034,111017.5909,400,111017.5909,111017.5909,71182.0339,400,1,4969.8694
130,400,25.279134,111017.5909,400,111017.5909,111017.5909,71182.0339,400,1,5083.2853
140,400,18.060992,111017.5909,400,111017.5909,111017.5909,71182.0339,400,1,5153.9257
150,400,12.9039,111017.5909,400,111017.5909,111017.5909,71182.0339,400,1,5291.3084
160,400,9.219352,111017.5909,400,111017.5909,111017.5909,71182.0339,400,1,5361.9336
170,400,6.586881,111017.5909,400,111017.5909,111017.5909,71182.0339,400,1,5456.1614
180,400,4.706079,111017.5909,400,111017.5909,111017.5909,71182.0339,400,1,5502.8779
190,400,3.362317,111017.5909,400,111017.5909,111017.5909,71182.0339,400,1,5596.4851
200,400,2.402249,111017.5909,400,111017.5909,111017.5909,71182.0339,400,1,5646.9078
210,400,1.716317,111017.5909,400,111017.5909,111017.5909,71182.0339,400,1,5760.5095
220,400,1.226244,111017.5909,400,111017.5909,111017.5909,71182.0339,400,1,5807.6276
230,400,0.876105,111017.5909,400,111017.5909,111017.5909,71182.0339,400,1,5834.0775
240,400,0.625944,111017.5909,400,111017.5909,111017.5909,71182.0339,400,1,5904.5981
250,400,0.447214,111017.5909,400,111017.5909,111017.5909,71182.0339,400,1,5952.6631
260,400,0.319517,111017.5909,400,111017.5909,111017.5909,71182.0339,400,1,6044.625
270,400,0.228283,111017.5909,400,111017.5909,111017.5909,71182.0339,400,1,6070.1326
