TC_min,TT_min,NV_min,TC_at_minNV,TT_at_minNV,NV,TC_avg,TT_avg,NV_avg,pareto_size,computing_time_s,run,instance
21860.1427,16144.3684,60,21860.1427,16144.3684,60,21860.1427,16144.3684,60.0,65,8892.2942,1,H_C1_600_1
