iteration,nv_limit,temperature,current_TC,current_NV,best_TC,pareto_TC,pareto_TT,pareto_NV,pareto_size,elapsed_s
10,17,222.62751,2826.0398,17,2826.0398,2826.0398,1305.3009,17,1,5.4667
20,17,165.210028,2826.0398,17,2826.0398,2669.6241,1226.7888,16,1,5.5801
30,17,122.600991,2826.0398,17,2826.0398,2669.6241,1226.7888,16,1,5.6854
40,17,90.981178,2826.0398,17,2826.0398,2669.6241,1226.7888,16,1,5.789
50,17,67.516377,2826.0398,17,2826.0398,2669.6241,1226.7888,16,1,5.8555
60,17,50.103343,2826.0398,17,2826.0398,2669.6241,1226.7888,16,1,5.9224
70,17,37.181275,2825.2965,17,2825.2965,2669.6241,1226.7888,16,1,6.0373
80,17,27.591916,2825.2965,17,2825.2965,2669.6241,1226.7888,16,1,6.111
90,17,20.475732,2714.1928,16,2714.1928,2669.6241,1226.7888,16,1,6.1904
100,17,15.194871,2714.1928,16,2714.1928,2668.8807,1224.3485,16,1,6.256
110,17,11.275987,2714.1928,16,2714.1928,2668.8807,1224.3485,16,1,6.35
120,17,8.367817,2714.1928,16,2714.1928,2668.8807,1224.3485,16,1,6.4584
130,17,6.209687,2714.1928,16,2714.1928,2668.8807,1224.3485,16,1,6.5368
140,17,4.608157,2714.1928,16,2714.1928,2668.8807,1224.3485,16,1,6.6987
150,17,3.419675,2714.1928,16,2714.1928,2668.8807,1224.3485,16,1,6.8072
160,17,2.537713,2714.1928,16,2714.1928,2668.8807,1224.2025,16,2,6.9244
170,17,1.883216,2714.1928,16,2714.1928,2668.8807,1224.2025,16,2,7.0281
180,17,1.397519,2714.1928,16,2714.1928,2668.8807,1224.2025,16,2,7.1401
190,17,1.037087,2714.1928,16,2714.1928,2668.8807,1224.2025,16,2,7.2323
200,17,0.769614,2714.1928,16,2714.1928,2668.8807,1224.2025,16,2,7.4004
210,17,0.571124,2714.1928,16,2714.1928,2668.8807,1224.2025,16,2,7.5013
220,17,0.423826,2714.1928,16,2714.1928,2668.8807,1224.2025,16,2,7.5925
